"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Login tests","chromium","Wed Apr 01 17:20:54 UTC 2026","skipped","Wed Apr 01 17:20:54 UTC 2026","","ui/tests/testCases.spec.ts","",""
"","840","should not log in with invalid credentials","chromium","Wed Apr 01 17:20:51 UTC 2026","passed","Wed Apr 01 17:20:52 UTC 2026","","ui/tests/loging.spec.ts","",""
"","468","has title","chromium","Wed Apr 01 17:20:45 UTC 2026","passed","Wed Apr 01 17:20:46 UTC 2026","","api/tests/example.spec.ts","",""
"","1601","Test Case 13: Verify Product quantity in Cart","chromium","Wed Apr 01 17:20:46 UTC 2026","passed","Wed Apr 01 17:20:48 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","685","get started link","chromium","Wed Apr 01 17:20:46 UTC 2026","passed","Wed Apr 01 17:20:46 UTC 2026","","api/tests/example.spec.ts","",""
"","2715","seed using loginPage fixture","chromium","Wed Apr 01 17:20:52 UTC 2026","passed","Wed Apr 01 17:20:54 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","2816","should log out successfully","chromium","Wed Apr 01 17:20:48 UTC 2026","passed","Wed Apr 01 17:20:51 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","1","should submit the contact form successfully","chromium","Wed Apr 01 17:20:46 UTC 2026","skipped","Wed Apr 01 17:20:46 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
