"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1009","Test Case 3: Login User with incorrect email and password:","chromium","Tue May 26 04:03:06 UTC 2026","passed","Tue May 26 04:03:07 UTC 2026","","ui/tests/loging.spec.ts","",""
"","0","should submit the contact form successfully","chromium","Tue May 26 04:02:49 UTC 2026","skipped","Tue May 26 04:02:49 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","664","get started link","chromium","Tue May 26 04:02:47 UTC 2026","passed","Tue May 26 04:02:48 UTC 2026","","api/tests/example.spec.ts","",""
"","2468","should log out successfully","chromium","Tue May 26 04:03:03 UTC 2026","passed","Tue May 26 04:03:06 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","1447","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Tue May 26 04:02:58 UTC 2026","passed","Tue May 26 04:02:59 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1545","Test Case 17: Remove Products From Cart","chromium","Tue May 26 04:02:48 UTC 2026","passed","Tue May 26 04:02:49 UTC 2026","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","2238","seed using loginPage fixture","chromium","Tue May 26 04:03:08 UTC 2026","passed","Tue May 26 04:03:11 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","2682","TC8 - Verify All products and product details page","chromium","Tue May 26 04:03:12 UTC 2026","passed","Tue May 26 04:03:15 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","1552","Test Case 13: Verify Product quantity in Cart","chromium","Tue May 26 04:02:49 UTC 2026","passed","Tue May 26 04:02:51 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","1246","Test Case 5: Register User with existing email:","chromium","Tue May 26 04:03:11 UTC 2026","passed","Tue May 26 04:03:12 UTC 2026","","ui/tests/signup.spec.ts","",""
"","843","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","Tue May 26 04:02:59 UTC 2026","passed","Tue May 26 04:03:00 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","Tue May 26 04:03:12 UTC 2026","skipped","Tue May 26 04:03:12 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","592","has title","chromium","Tue May 26 04:02:46 UTC 2026","passed","Tue May 26 04:02:47 UTC 2026","","api/tests/example.spec.ts","",""
"","7104","Test Case 14: Place Order: Register while Checkout","chromium","Tue May 26 04:02:51 UTC 2026","passed","Tue May 26 04:02:58 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","1573","Test Case 8: Verify All products and product details page","chromium","Tue May 26 04:03:07 UTC 2026","passed","Tue May 26 04:03:08 UTC 2026","Products Page Tests","ui/tests/products.spec.ts","",""
