"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1311","test","chromium","Tue Mar 31 22:50:44 UTC 2026","passed","Tue Mar 31 22:50:45 UTC 2026","Test Case 13: Verify Product quantity in Cart","ui/tests/E2E.spec.ts","",""
"","654","get started link","chromium","Tue Mar 31 22:50:43 UTC 2026","passed","Tue Mar 31 22:50:44 UTC 2026","","api/tests/example.spec.ts","",""
"","894","should not log in with invalid credentials","chromium","Tue Mar 31 22:50:47 UTC 2026","passed","Tue Mar 31 22:50:48 UTC 2026","","ui/tests/loging.spec.ts","",""
"","490","has title","chromium","Tue Mar 31 22:50:41 UTC 2026","passed","Tue Mar 31 22:50:42 UTC 2026","","api/tests/example.spec.ts","",""
"","1","should submit the contact form successfully","chromium","Tue Mar 31 22:50:44 UTC 2026","skipped","Tue Mar 31 22:50:44 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","0","Login tests","chromium","Tue Mar 31 22:50:50 UTC 2026","skipped","Tue Mar 31 22:50:50 UTC 2026","","ui/tests/testCases.spec.ts","",""
"","2101","should log out successfully","chromium","Tue Mar 31 22:50:45 UTC 2026","passed","Tue Mar 31 22:50:47 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","2210","seed using loginPage fixture","chromium","Tue Mar 31 22:50:48 UTC 2026","passed","Tue Mar 31 22:50:50 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
