"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10106","Test Case 14: Place Order: Register while Checkout","chromium","2026-08-14","passed","2026-08-14","E2E Tests","ui/tests/E2E.spec.ts","",""
"","2981","should log out successfully","chromium","2026-08-14","passed","2026-08-14","Login Page Tests","ui/tests/loging.spec.ts","",""
"","0","should submit the contact form successfully","chromium","2026-08-14","skipped","2026-08-14","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","1494","Test Case 3: Login User with incorrect email and password:","chromium","2026-08-14","passed","2026-08-14","","ui/tests/loging.spec.ts","",""
"","4229","Test Case 1: Register User","chromium","2026-08-14","passed","2026-08-14","E2E Tests","ui/tests/E2E.spec.ts","",""
"","569","has title","chromium","2026-08-14","passed","2026-08-14","","api/tests/example.spec.ts","",""
"","1229","Test Case 17: Remove Products From Cart","chromium","2026-08-14","passed","2026-08-14","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","1878","seed using loginPage fixture","chromium","2026-08-14","passed","2026-08-14","seed for logged in user","ui/tests/seed.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","2026-08-14","skipped","2026-08-14","Login tests","ui/tests/verifyPages.spec.ts","",""
"","2263","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","2026-08-14","passed","2026-08-14","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1481","Test Case 13: Verify Product quantity in Cart","chromium","2026-08-14","passed","2026-08-14","E2E Tests","ui/tests/E2E.spec.ts","",""
"","1466","Test Case 11: Verify Subscription in Cart page","chromium","2026-08-14","passed","2026-08-14","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","1746","Test Case 2: Login User with correct email and password","chromium","2026-08-14","passed","2026-08-14","","ui/tests/loging.spec.ts","",""
"","2947","Test Case 8: Verify All products and product details page","chromium","2026-08-14","passed","2026-08-14","Products Page Tests","ui/tests/products.spec.ts","",""
"","1125","Test Case 5: Register User with existing email:","chromium","2026-08-14","passed","2026-08-14","","ui/tests/signup.spec.ts","",""
"","721","get started link","chromium","2026-08-14","passed","2026-08-14","","api/tests/example.spec.ts","",""
"","973","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","2026-08-14","passed","2026-08-14","Home Page Tests.","ui/tests/home.spec.ts","",""
