"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Login tests","chromium","Tue Apr 07 20:04:09 UTC 2026","skipped","Tue Apr 07 20:04:09 UTC 2026","","ui/tests/testCases.spec.ts","",""
"","1355","Test Case 17: Remove Products From Cart","chromium","Tue Apr 07 20:03:56 UTC 2026","passed","Tue Apr 07 20:03:58 UTC 2026","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","0","should submit the contact form successfully","chromium","Tue Apr 07 20:03:58 UTC 2026","skipped","Tue Apr 07 20:03:58 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","925","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","Tue Apr 07 20:04:01 UTC 2026","passed","Tue Apr 07 20:04:02 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1178","Test Case 5: Register User with existing email:","chromium","Tue Apr 07 20:04:08 UTC 2026","passed","Tue Apr 07 20:04:09 UTC 2026","","ui/tests/signup.spec.ts","",""
"","498","has title","chromium","Tue Apr 07 20:03:55 UTC 2026","passed","Tue Apr 07 20:03:56 UTC 2026","","api/tests/example.spec.ts","",""
"","1362","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Tue Apr 07 20:03:59 UTC 2026","passed","Tue Apr 07 20:04:01 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1411","Test Case 13: Verify Product quantity in Cart","chromium","Tue Apr 07 20:03:58 UTC 2026","passed","Tue Apr 07 20:03:59 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","2500","should log out successfully","chromium","Tue Apr 07 20:04:02 UTC 2026","passed","Tue Apr 07 20:04:04 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","698","get started link","chromium","Tue Apr 07 20:03:56 UTC 2026","passed","Tue Apr 07 20:03:56 UTC 2026","","api/tests/example.spec.ts","",""
"","2677","seed using loginPage fixture","chromium","Tue Apr 07 20:04:05 UTC 2026","passed","Tue Apr 07 20:04:08 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","1183","Test Case 3: Login User with incorrect email and password:","chromium","Tue Apr 07 20:04:04 UTC 2026","passed","Tue Apr 07 20:04:05 UTC 2026","","ui/tests/loging.spec.ts","",""
