"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1174","Test Case 09: Search Product","chromium","2026-06-05","passed","2026-06-05","","ui/tests/productsPage.spec.ts","",""
"","2223","seed using loginPage fixture","chromium","2026-06-05","passed","2026-06-05","seed for logged in user","ui/tests/seed.spec.ts","",""
"","7896","Test Case 14: Place Order: Register while Checkout","chromium","2026-06-05","passed","2026-06-05","E2E Tests","ui/tests/E2E.spec.ts","",""
"","615","has title","chromium","2026-06-05","passed","2026-06-05","","api/tests/example.spec.ts","",""
"","1809","Test Case 2: Login User with correct email and password","chromium","2026-06-05","passed","2026-06-05","","ui/tests/loging.spec.ts","",""
"","1537","Test Case 17: Remove Products From Cart","chromium","2026-06-05","passed","2026-06-05","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","2026-06-05","skipped","2026-06-05","Login tests","ui/tests/verifyPages.spec.ts","",""
"","1933","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","2026-06-05","passed","2026-06-05","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1501","Test Case 13: Verify Product quantity in Cart","chromium","2026-06-05","passed","2026-06-05","E2E Tests","ui/tests/E2E.spec.ts","",""
"","802","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","2026-06-05","passed","2026-06-05","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1120","Test Case 5: Register User with existing email:","chromium","2026-06-05","passed","2026-06-05","","ui/tests/signup.spec.ts","",""
"","727","get started link","chromium","2026-06-05","passed","2026-06-05","","api/tests/example.spec.ts","",""
"","0","should submit the contact form successfully","chromium","2026-06-05","skipped","2026-06-05","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","1308","Test Case 3: Login User with incorrect email and password:","chromium","2026-06-05","passed","2026-06-05","","ui/tests/loging.spec.ts","",""
"","9738","TC8 - Verify All products and product details page","chromium","2026-06-05","passed","2026-06-05","Login tests","ui/tests/verifyPages.spec.ts","",""
"","3959","should log out successfully","chromium","2026-06-05","passed","2026-06-05","Login Page Tests","ui/tests/loging.spec.ts","",""
