"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4283","Test Case 1: Register User","chromium","2026-09-05","passed","2026-09-05","E2E Tests","ui/tests/E2E.spec.ts","",""
"","9615","Test Case 14: Place Order: Register while Checkout","chromium","2026-09-05","passed","2026-09-05","E2E Tests","ui/tests/E2E.spec.ts","",""
"","2507","Test Case 21: Add review on product","chromium","2026-09-05","passed","2026-09-05","Product Details Page","ui/tests/productDetails.spec.ts","",""
"","951","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","2026-09-05","passed","2026-09-05","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1805","Test Case 17: Remove Products From Cart","chromium","2026-09-05","passed","2026-09-05","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","600","has title","chromium","2026-09-05","passed","2026-09-05","","api/tests/example.spec.ts","",""
"","1563","Test Case 3: Login User with incorrect email and password:","chromium","2026-09-05","passed","2026-09-05","","ui/tests/loging.spec.ts","",""
"","4936","should log out successfully","chromium","2026-09-05","passed","2026-09-05","Login Page Tests","ui/tests/loging.spec.ts","",""
"","730","get started link","chromium","2026-09-05","passed","2026-09-05","","api/tests/example.spec.ts","",""
"","1200","Test Case 11: Verify Subscription in Cart page","chromium","2026-09-05","passed","2026-09-05","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","0","should submit the contact form successfully","chromium","2026-09-05","skipped","2026-09-05","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","11899","Test Case 24: Download Invoice after purchase order","chromium","2026-09-05","passed","2026-09-05","E2E Tests","ui/tests/E2E.spec.ts","",""
"","2078","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","2026-09-05","passed","2026-09-05","Home Page Tests.","ui/tests/home.spec.ts","",""
"","3316","Test Case 8: Verify All products and product details page","chromium","2026-09-05","passed","2026-09-05","Products Page Tests","ui/tests/products.spec.ts","",""
"","2409","seed using loginPage fixture","chromium","2026-09-05","passed","2026-09-05","seed for logged in user","ui/tests/seed.spec.ts","",""
"","1167","Test Case 5: Register User with existing email:","chromium","2026-09-05","passed","2026-09-05","","ui/tests/signup.spec.ts","",""
"","1717","Test Case 09: Search Product","chromium","2026-09-05","passed","2026-09-05","","ui/tests/productsPage.spec.ts","",""
"","1749","Test Case 13: Verify Product quantity in Cart","chromium","2026-09-05","passed","2026-09-05","E2E Tests","ui/tests/E2E.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","2026-09-05","skipped","2026-09-05","Login tests","ui/tests/testCases.spec.ts","",""
"","1968","Test Case 2: Login User with correct email and password","chromium","2026-09-05","passed","2026-09-05","","ui/tests/loging.spec.ts","",""
