"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1363","Test Case 3: Login User with incorrect email and password:","chromium","Tue Apr 07 19:35:29 UTC 2026","passed","Tue Apr 07 19:35:30 UTC 2026","","ui/tests/loging.spec.ts","",""
"","1653","Test Case 13: Verify Product quantity in Cart","chromium","Tue Apr 07 19:35:23 UTC 2026","passed","Tue Apr 07 19:35:24 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","0","should submit the contact form successfully","chromium","Tue Apr 07 19:35:23 UTC 2026","skipped","Tue Apr 07 19:35:23 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","Tue Apr 07 19:35:33 UTC 2026","skipped","Tue Apr 07 19:35:33 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","1909","should log out successfully","chromium","Tue Apr 07 19:35:27 UTC 2026","passed","Tue Apr 07 19:35:29 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
"","820","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","Tue Apr 07 19:35:26 UTC 2026","passed","Tue Apr 07 19:35:27 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1998","seed using loginPage fixture","chromium","Tue Apr 07 19:35:30 UTC 2026","passed","Tue Apr 07 19:35:32 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","603","has title","chromium","Tue Apr 07 19:35:21 UTC 2026","passed","Tue Apr 07 19:35:22 UTC 2026","","api/tests/example.spec.ts","",""
"","1648","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Tue Apr 07 19:35:24 UTC 2026","passed","Tue Apr 07 19:35:26 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","825","get started link","chromium","Tue Apr 07 19:35:22 UTC 2026","passed","Tue Apr 07 19:35:23 UTC 2026","","api/tests/example.spec.ts","",""
"","1227","Test Case 5: Register User with existing email:","chromium","Tue Apr 07 19:35:32 UTC 2026","passed","Tue Apr 07 19:35:33 UTC 2026","","ui/tests/signup.spec.ts","",""
"","2499","TC8 - Verify All products and product details page","chromium","Tue Apr 07 19:35:33 UTC 2026","passed","Tue Apr 07 19:35:36 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
