"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","783","has title","chromium","Tue May 26 03:47:40 UTC 2026","passed","Tue May 26 03:47:41 UTC 2026","","api/tests/example.spec.ts","",""
"","1","should submit the contact form successfully","chromium","Tue May 26 03:47:44 UTC 2026","skipped","Tue May 26 03:47:44 UTC 2026","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","1187","Test Case 5: Register User with existing email:","chromium","Tue May 26 03:48:06 UTC 2026","passed","Tue May 26 03:48:07 UTC 2026","","ui/tests/signup.spec.ts","",""
"","2207","TC8 - Verify All products and product details page","chromium","Tue May 26 03:48:07 UTC 2026","passed","Tue May 26 03:48:09 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","1284","Test Case 3: Login User with incorrect email and password:","chromium","Tue May 26 03:48:01 UTC 2026","passed","Tue May 26 03:48:02 UTC 2026","","ui/tests/loging.spec.ts","",""
"","1760","seed using loginPage fixture","chromium","Tue May 26 03:48:04 UTC 2026","passed","Tue May 26 03:48:06 UTC 2026","seed for logged in user","ui/tests/seed.spec.ts","",""
"","1","TC7 - Verify Test Cases page","chromium","Tue May 26 03:48:07 UTC 2026","skipped","Tue May 26 03:48:07 UTC 2026","Login tests","ui/tests/verifyPages.spec.ts","",""
"","1267","Test Case 8: Verify All products and product details page","chromium","Tue May 26 03:48:02 UTC 2026","passed","Tue May 26 03:48:04 UTC 2026","Products Page Tests","ui/tests/products.spec.ts","",""
"","669","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","Tue May 26 03:47:55 UTC 2026","passed","Tue May 26 03:47:55 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","7149","Test Case 14: Place Order: Register while Checkout","chromium","Tue May 26 03:47:46 UTC 2026","passed","Tue May 26 03:47:53 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","1652","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","Tue May 26 03:47:53 UTC 2026","passed","Tue May 26 03:47:55 UTC 2026","Home Page Tests.","ui/tests/home.spec.ts","",""
"","1375","Test Case 17: Remove Products From Cart","chromium","Tue May 26 03:47:43 UTC 2026","passed","Tue May 26 03:47:44 UTC 2026","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","1394","Test Case 13: Verify Product quantity in Cart","chromium","Tue May 26 03:47:44 UTC 2026","passed","Tue May 26 03:47:46 UTC 2026","E2E Tests","ui/tests/E2E.spec.ts","",""
"","881","get started link","chromium","Tue May 26 03:47:42 UTC 2026","passed","Tue May 26 03:47:43 UTC 2026","","api/tests/example.spec.ts","",""
"","2338","should log out successfully","chromium","Tue May 26 03:47:59 UTC 2026","passed","Tue May 26 03:48:01 UTC 2026","Login Page Tests","ui/tests/loging.spec.ts","",""
