"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2459","Test Case 8: Verify All products and product details page","chromium","2026-08-20","passed","2026-08-20","Products Page Tests","ui/tests/products.spec.ts","",""
"","636","has title","chromium","2026-08-20","passed","2026-08-20","","api/tests/example.spec.ts","",""
"","1723","Test Case 09: Search Product","chromium","2026-08-20","failed","2026-08-20","","ui/tests/productsPage.spec.ts","",""
"","1202","Test Case 17: Remove Products From Cart","chromium","2026-08-20","passed","2026-08-20","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","1","should submit the contact form successfully","chromium","2026-08-20","skipped","2026-08-20","Contact Us form tests","ui/tests/contactForm.spec.ts","",""
"","2848","Test Case 2: Login User with correct email and password","chromium","2026-08-20","passed","2026-08-20","","ui/tests/loging.spec.ts","",""
"","1809","Test Case 13: Verify Product quantity in Cart","chromium","2026-08-20","passed","2026-08-20","E2E Tests","ui/tests/E2E.spec.ts","",""
"","709","get started link","chromium","2026-08-20","passed","2026-08-20","","api/tests/example.spec.ts","",""
"","746","Test Case 26: Verify Scroll Up without 'Arrow' button and Scroll Down functionality","chromium","2026-08-20","passed","2026-08-20","Home Page Tests.","ui/tests/home.spec.ts","",""
"","0","TC7 - Verify Test Cases page","chromium","2026-08-20","skipped","2026-08-20","Login tests","ui/tests/verifyPages.spec.ts","",""
"","2440","seed using loginPage fixture","chromium","2026-08-20","passed","2026-08-20","seed for logged in user","ui/tests/seed.spec.ts","",""
"","7631","Test Case 14: Place Order: Register while Checkout","chromium","2026-08-20","passed","2026-08-20","E2E Tests","ui/tests/E2E.spec.ts","",""
"","1675","Test Case 11: Verify Subscription in Cart page","chromium","2026-08-20","passed","2026-08-20","Cart Test Cases","ui/tests/cart.spec.ts","",""
"","1972","Test Case 25: Verify Scroll Up using 'Arrow' button and Scroll Down functionality:","chromium","2026-08-20","passed","2026-08-20","Home Page Tests.","ui/tests/home.spec.ts","",""
"","4386","Test Case 1: Register User","chromium","2026-08-20","passed","2026-08-20","E2E Tests","ui/tests/E2E.spec.ts","",""
"","2527","should log out successfully","chromium","2026-08-20","passed","2026-08-20","Login Page Tests","ui/tests/loging.spec.ts","",""
"","1359","Test Case 3: Login User with incorrect email and password:","chromium","2026-08-20","passed","2026-08-20","","ui/tests/loging.spec.ts","",""
"","1557","Test Case 5: Register User with existing email:","chromium","2026-08-20","passed","2026-08-20","","ui/tests/signup.spec.ts","",""
